"YEAR","Month","Region","Site","Location","Transect","Date.of.Data.Collection.","Date","Depth..m.","X..of.benth.points.","X..of.subst.points.","Analysis.by.","Date.of.Analysis.","Processing","Transect.Type","Method","Cycloceris.curvata..CCUR....coral","Diaseris.distorta..DDIS....coral","Gardineroseris.planulata..GPLA....coral","Gpla_BL","Leptoseris.scabra..LSCA....coral","Pavona.chiriquiensis..PCHI....coral","Pavona.clavus..PCLA....coral","Pavona.gigantea..PGIG....coral","Pgig_BL","Pavona.maldivensis..PMAL....coral","Pavona.varians..PVAR....coral","Pvar_BL","Pvar_Pale","Pavona.spp..PAVO....coral","Porites.lobata..PLOB....coral","Porites.panamensis..PPAN....coral","Ppan_BL","Psammocora.stellata..PSTE....coral","Psammocora.superficialis..PSUP....coral","Psammocora.spp..PSAM....coral","Pocillopora.capitata..PCAP....coral","Pocillopora.damicornis..PDAM....coral","Pdam_BL","Pdam_Pale","Pocillopora.effusus..PEFF....coral","Pocillopora.elegans..PELE....coral","Pele_BL","Pele_Pale","Pocillopora.eydouxi..PEYD....coral","Pocillopora.inflata..PINF....coral","Pocillopora.ligulata..PLIG....coral","Pocillopora.meandrina..PMEA....coral","Pocillopora.verrucosa..PVER....coral","Pocillopora.woodjonesi..PWOO....coral","Pocillopora.spp..POCI....coral","RecMort","Millepora.intricata..MINT....coral","Mint_BL","Millepora.platyphilla..MPLA....coral","Mpla_BL","Astrangia.browni..ABRO....aherm","Astrangia.equatorialis..AEQU....aherm","Caryophyllia.sp...CARYSPP....aherm","Cladopsammia.eguchii..CEGU....aherm","Cladopsammia.gracilis..CGRA....aherm","Culicia.stellata..CSTE....aherm","Oulangia.bradleyi..OBRA....aherm","Phyllangia.consagensis..PCON....aherm","Polycyathus.isabela..PISA....aherm","Rhizopsammia.verrilli..RVER....aherm","Rhizopsammia.wellingtoni..RWEL....aherm","Tubastraea.coccinea..TCOC....aherm","Tubastraea.faulkneri..TFAU....aherm","Tubastraea.floreana..TFLO....aherm","Tubastraea.tagusensis..TTAG....aherm","BLCHCoral","Coral..C.","Gorgonian..GO....go","Zoanthids..ZO....zo","Sponge..SPO....spo","Antipathes.galapagensis..AGAL....bcoral","Myriopathes.panamensis..MPAN....bcoral","Balanus..BALA....O","Algmt","AlgRub","Caulerpa..CAUL....maca","Caulerpa_Feather.CSER.","Caulerpa_Grape.CRAC.","Coralline.Algae..CALG....calg","Filamentous.Cyanobacteria..FLCY....maca","Laurencia","Macroalgae..MACA....maca","Peysonnelia","Turf","Other.Organism..O.","Dead.coral.w..turf.algae..DCA....dca","Dead.Frame","DAMFR","Boulder..B.","Sand.Sediment..S.","Rubble..R.","Pavement..P.","Unknown..UNK.","NA.LOSS","Tape.edge","Wand","Shadow","Pocillopora","Other_scleractinians","Millepora","Algae","Substrate","OtherOg","SUM_Raw","Sum_subTotals","All_Corals","Massive"
1975,"Apr","Panama","Dog-Reef","Secas_Chains","I","04/26/75",1975-04-15,"2",NA,NA,"VWB","01/01/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,10.2272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505050505050505,0,0.378787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631313131313131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,88.2575757575757,0,0,0,0,0,0,0,0.378787878787879,10.7323232323232,0.631313131313131,0,88.2575757575757,0,100,100,11.74,10.7323232323232
1975,"Apr","Panama","Dog-Reef","Secas_Chains","II","04/26/75",1975-04-15,"2",NA,NA,"VWB","01/02/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,5.75719649561952,0,0,0,0,0,0,0,0,0,0,0,0,0.250312891113892,0,0,0,0,0,4.38047559449312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,89.6120150187735,0,0,0,0,0,0,0,4.38047559449312,6.00750938673342,0,0,89.6120150187735,0,100,100,10.39,6.00750938673342
1975,"Apr","Panama","Dog-Reef","Secas_Chains","III","04/26/75",1975-04-15,"2",NA,NA,"VWB","01/03/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49812734082397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49812734082397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,97.0037453183521,0,0,0,0,0,0,0,0,1.49812734082397,1.49812734082397,0,97.0037453183521,0,100,100,3,1.49812734082397
1975,"Apr","Panama","Dog-Reef","Secas_Chains","IV","04/26/75",1975-04-15,"2",NA,NA,"VWB","01/04/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,0.247831474597274,0,0,0,0.371747211895911,0,0,0,0,0,0,0,0,0,0,0,0,0.743494423791822,0,3.84138785625774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95662949194548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,89.8389095415118,0,0,0,0,0,0,0,3.84138785625774,1.36307311028501,4.95662949194548,0,89.8389095415118,0,100,100,10.16,1.36307311028501
1975,"Apr","Panama","Dog-Reef","Secas_Chains","V","04/26/75",1975-04-15,"2",NA,NA,"VWB","01/05/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60631001371742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,96.9821673525377,0,0,0,0,0,0,0,0,0.411522633744856,2.60631001371742,0,96.9821673525377,0,100,100,3.02,0.411522633744856
1975,"Jun","Panama","Dog-Reef","Secas_Chains","I","06/23/75",1975-06-15,"2",NA,NA,"VWB","01/06/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86799501867995,0,0,0,0,18.3063511830635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62266500622665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,79.2029887920299,0,0,0,0,0,0,18.3063511830635,1.86799501867995,0.62266500622665,0,79.2029887920299,0,100,100,20.8,1.86799501867995
1975,"Jun","Panama","Dog-Reef","Secas_Chains","II","06/23/75",1975-06-15,"2",NA,NA,"VWB","01/07/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.375,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,86.875,0,0,0,0,0,0,12.5,0.625,0,0,86.875,0,100,100,13.13,0.625
1975,"Jun","Panama","Dog-Reef","Secas_Chains","III","06/23/75",1975-06-15,"2",NA,NA,"VWB","01/08/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498753117206983,0,0,0,0,8.7281795511222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,90.7730673316708,0,0,0,0,0,0,8.7281795511222,0.498753117206983,0,0,90.7730673316708,0,100,100,9.23,0.498753117206983
1975,"Jun","Panama","Dog-Reef","Secas_Chains","IV","06/23/75",1975-06-15,"2",NA,NA,"VWB","01/09/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96216897856242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,90.0378310214376,0,0,0,0,0,0,9.96216897856242,0,0,0,90.0378310214376,0,100,100,9.96,0
1975,"Jun","Panama","Dog-Reef","Secas_Chains","V","06/23/75",1975-06-15,"2",NA,NA,"VWB","01/10/18","Notebooks","Permanent-In Situ","Chain_Transect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5778331257783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,87.4221668742217,0,0,0,0,0,0,12.5778331257783,0,0,0,87.4221668742217,0,100,100,12.58,0
